"","Element ID","/Layer_1/Pumping by Element_Outflow (-)(AF/year)"
"1",1,197.239919858645
"2",2,213.327779707342
"3",3,179.129531148142
"4",4,0
"5",5,644.716170937415
"6",6,215.460310689235
"7",7,346.061380966254
"8",8,1207.43737348771
"9",9,202.185296648412
"10",10,12.0574584756383
"11",11,701.9066704148
"12",12,1658.25265201872
"13",13,1455.87831366697
"14",14,826.512487357659
"15",15,623.887821629794
"16",16,39.6329909194832
"17",17,46.0716546072896
"18",18,237.16620107857
"19",19,2752.26941154831
"20",20,1394.99614469382
"21",21,226.533657914365
"22",22,0
"23",23,0
"24",24,0
"25",25,169.911839855417
"26",26,2494.53269193874
"27",27,1484.70611780109
"28",28,137.251783868707
"29",29,314.490316597626
"30",30,0
"31",31,0
"32",32,2.57529220820843
"33",33,61.1326833061433
"34",34,113.677327997131
"35",35,1678.42202360315
"36",36,486.636366129175
"37",37,0
"38",38,0
"39",39,0
"40",40,0
"41",41,0
"42",42,7.98765000019641
"43",43,263.423089900075
"44",44,0
"45",45,0
"46",46,0
"47",47,0
"48",48,0
"49",49,0
"50",50,0
"51",51,4.47107335531661
"52",52,234.61391648361
"53",53,0
"54",54,0
"55",55,0
"56",56,0
"57",57,0
"58",58,127.986954591743
"59",59,0
"60",60,0
"61",61,0
"62",62,1021.55215778729
"63",63,2651.95481592015
"64",64,5153.76197500921
"65",65,0
"66",66,0
"67",67,0
"68",68,2600.08251794385
"69",69,7470.72187205095
"70",70,20270.2297429027
"71",71,7746.55901018755
"72",72,0
"73",73,0
"74",74,357.490081770958
"75",75,5860.63233280953
"76",76,6304.59526513575
"77",77,125.885655030424
"78",78,424.51455580219
"79",79,0
"80",80,531.871430090302
"81",81,320.727621978408
"82",82,9598.58693473783
"83",83,14588.9940195124
"84",84,1513.26450210829
"85",85,3.69890382205799
"86",86,0
"87",87,100.214372717366
"88",88,2295.77418400527
"89",89,7542.63558183213
"90",90,6037.70009749647
"91",91,1159.7805543116
"92",92,64.8570893109234
"93",93,359.444067670048
"94",94,3151.73968321641
"95",95,14528.4764742414
"96",96,8468.57854923492
"97",97,2082.99269257925
"98",98,526.277670544303
"99",99,5.52615193152628
"100",100,0
"101",101,6482.06432644879
"102",102,4232.08759675305
"103",103,13273.4764387961
"104",104,24616.2981120481
"105",105,1777.99023362146
"106",106,112.399663399757
"107",107,1.90468067126116
"108",108,3451.15062124381
"109",109,3541.94044916353
"110",110,4213.26247075664
"111",111,15175.8028955883
"112",112,16101.4024569788
"113",113,16308.9463452791
"114",114,26934.4652668732
"115",115,313.694107311085
"116",116,16123.9443289527
"117",117,16684.9365037607
"118",118,7198.81814294987
"119",119,6116.3151415457
"120",120,5351.11997239424
"121",121,0
"122",122,64.3492067329643
"123",123,2361.13394006799
"124",124,4800.16469925288
"125",125,16288.6298142483
"126",126,8013.35838957557
"127",127,10952.3116487187
"128",128,18730.8064905149
"129",129,10586.267948769
"130",130,3714.10688469084
"131",131,10302.6157647361
"132",132,17149.4438488097
"133",133,3706.09411280712
"134",134,11541.3582516484
"135",135,22516.3140767735
"136",136,12557.2307771606
"137",137,0
"138",138,0
"139",139,559.794669692456
"140",140,9914.24501242466
"141",141,29395.719103973
"142",142,7295.85074827944
"143",143,26850.4207969699
"144",144,758.545438719091
"145",145,9887.39713774914
"146",146,4624.79167203069
"147",147,247.054051240839
"148",148,5615.03012701957
"149",149,271.240294606638
"150",150,2987.64075896689
"151",151,379.911740115949
"152",152,322.376967801355
"153",153,6608.64526131022
"154",154,356.624098178151
"155",155,223.850047119628
"156",156,4523.08916013099
"157",157,941.678273565739
"158",158,2137.67206020785
"159",159,3061.08406043708
"160",160,2278.4734186113
"161",161,2583.64448538931
"162",162,2727.63208823128
"163",163,1035.43745868764
"164",164,666.461020400432
"165",165,3585.12264625718
"166",166,0
"167",167,1480.61418521968
"168",168,13520.9737586675
"169",169,25288.5000388381
"170",170,746.02785585117
"171",171,1616.78648358511
"172",172,2062.95564494749
"173",173,11341.4327210338
"174",174,2356.26916492119
"175",175,2365.79457041139
"176",176,2591.10610471471
"177",177,2136.39467822317
"178",178,33356.3494446118
"179",179,10669.8329054578
"180",180,0.183623839425306
"181",181,997.442796064918
"182",182,9772.63823599019
"183",183,9021.44391615358
"184",184,1076.11324257915
"185",185,1297.81261729011
"186",186,1683.61577343013
"187",187,2010.79800287181
"188",188,31619.9411370337
"189",189,749.543664661817
"190",190,554.897373865543
"191",191,1910.89919300825
"192",192,2432.89039126728
"193",193,2812.32822204275
"194",194,2737.67293914217
"195",195,17166.9914872399
"196",196,4391.33997706725
"197",197,4183.89851166581
"198",198,838.141162001665
"199",199,1075.41708434987
"200",200,8082.51681895911
"201",201,2207.53397187691
"202",202,2674.48539546709
"203",203,859.44419656599
"204",204,1070.09307917293
"205",205,10256.1220042261
"206",206,1260.73673145264
"207",207,21788.706948344
"208",208,1944.72060248503
"209",209,576.286929927837
"210",210,1899.35677579627
"211",211,824.079438617981
"212",212,700.780191518203
"213",213,2489.10622369543
"214",214,1082.2275240816
"215",215,1125.08968309551
"216",216,6959.91632122443
"217",217,1287.65405851621
"218",218,665.174749899447
"219",219,910.187651548031
"220",220,914.814939342243
"221",221,2345.89608923623
"222",222,1119.2220730041
"223",223,1249.56319600832
"224",224,23779.1876288108
"225",225,1932.68522850549
"226",226,1773.14167557174
"227",227,825.079729311774
"228",228,24407.30853752
"229",229,1645.88758802643
"230",230,2898.72925909245
"231",231,6968.10819158218
"232",232,6087.03351916588
"233",233,7301.00696460614
"234",234,1674.9200612461
"235",235,1130.32643599007
"236",236,676.321454465653
"237",237,1055.366039517
"238",238,2034.00491761459
"239",239,535.038857647897
"240",240,558.186324187791
"241",241,10136.1133402634
"242",242,959.789730534253
"243",243,1579.22121809812
"244",244,706.037803173304
"245",245,1311.53747083078
"246",246,3724.51684482257
"247",247,672.997909082148
"248",248,3694.27872895784
"249",249,1790.67313200152
"250",250,15019.3236298162
"251",251,13251.1389162176
"252",252,11201.7893340448
"253",253,3409.46470736406
"254",254,459.48793185109
"255",255,2028.95739428062
"256",256,2535.26766534049
"257",257,917.396258628109
"258",258,615.836436194169
"259",259,1348.64875112092
"260",260,1165.96968060908
"261",261,0
"262",262,15352.9128770019
"263",263,22947.5816123346
"264",264,366.833948257298
"265",265,692.197667415604
"266",266,1852.13685625024
"267",267,5346.62650244589
"268",268,1957.36585380048
"269",269,1363.75852260713
"270",270,829.379998228983
"271",271,342.680528394475
"272",272,6586.33245625944
"273",273,0
"274",274,10502.1776448117
"275",275,25416.8008692141
"276",276,432.656656510834
"277",277,2121.44666716513
"278",278,243.962113662648
"279",279,1915.42143270104
"280",280,488.392251754726
"281",281,13918.5129984789
"282",282,19474.7294642268
"283",283,9346.20889843052
"284",284,0
"285",285,4961.15933400384
"286",286,13483.4678260203
"287",287,16722.6868320662
"288",288,3807.14415144525
"289",289,4118.70024169929
"290",290,2108.27958707529
"291",291,1312.72690871481
"292",292,521.564555128709
"293",293,2384.4931461171
"294",294,10628.4224440348
"295",295,17639.4083106555
"296",296,11037.3385058206
"297",297,56.9737743150596
"298",298,1045.25360345751
"299",299,15515.6375810709
"300",300,11348.2562752114
"301",301,3242.15858230023
"302",302,15463.3133666598
"303",303,14514.3966396952
"304",304,3141.36650547891
"305",305,9225.73004222918
"306",306,6837.97684446244
"307",307,15853.5989493335
"308",308,1913.67558474666
"309",309,413.353281575799
"310",310,1677.46987278456
"311",311,7248.17172172009
"312",312,1607.5664139743
"313",313,2683.31298727716
"314",314,304.774312053872
"315",315,12777.4316918429
"316",316,11410.0641051128
"317",317,5672.7505027486
"318",318,10654.8091140935
"319",319,15835.4978389195
"320",320,933.08910426408
"321",321,30.4153770397839
"322",322,15675.9340055764
"323",323,7803.70545274382
"324",324,1366.27639915151
"325",325,19601.1600073972
"326",326,6153.78900261291
"327",327,370.558791028737
"328",328,3786.19300814157
"329",329,11433.8319595538
"330",330,22043.9623773075
"331",331,13570.3314445584
"332",332,21064.5021081265
"333",333,55561.7240582172
"334",334,5449.77736985003
"335",335,2554.7701494525
"336",336,13865.1244935174
"337",337,2460.9710006
"338",338,28992.6436840149
"339",339,19618.7009267319
"340",340,7363.25764293737
"341",341,29623.1773918415
"342",342,2940.15533907727
"343",343,12203.8008992823
"344",344,6922.72584956367
"345",345,15662.5264050558
"346",346,5459.55704880947
"347",347,4990.24194098992
"348",348,7867.73057168972
"349",349,13681.8580909888
"350",350,15550.4294126301
"351",351,16938.6284507088
"352",352,25589.7089661979
"353",353,1494.14773519147
"354",354,12228.8468345723
"355",355,11105.0098382332
"356",356,13095.088005278
"357",357,12172.3675579962
"358",358,7519.64893983338
"359",359,7166.42294360672
"360",360,7051.7899659088
"361",361,4105.66839460265
"362",362,4432.85574520503
"363",363,2963.51314652515
"364",364,7022.01693590503
"365",365,9424.48268650176
"366",366,8884.62756540018
"367",367,6324.62371703897
"368",368,615.753341536554
"369",369,4206.99766710297
"370",370,6686.29107909435
"371",371,3690.05216731813
"372",372,1882.32522588803
"373",373,910.791187230991
"374",374,992.992217398993
"375",375,6568.27368801243
"376",376,3934.75255933706
"377",377,3991.81826062058
"378",378,6277.17515939156
"379",379,3800.79599394064
"380",380,4527.04930536535
"381",381,5076.74717572541
"382",382,5021.80147643951
"383",383,1281.58423019437
"384",384,3273.06770488842
"385",385,2709.19557155865
"386",386,396.064161454103
"387",387,1208.60423753196
"388",388,4286.38118440668
"389",389,5820.93871971846
"390",390,1619.42650181462
"391",391,240.259251679202
"392",392,5976.43154807125
"393",393,4310.16099976853
"394",394,7923.16168229141
"395",395,1643.56511588681
"396",396,1083.44362271095
"397",397,0
"398",398,1199.52435799886
"399",399,222.435979681718
"400",400,211.629413864843
"401",401,852.098790460811
"402",402,7754.9068133368
"403",403,7178.53491751091
"404",404,8765.71642318168
"405",405,9680.24999974338
"406",406,2776.35005319185
"407",407,9457.72364608218
"408",408,9385.29942757506
"409",409,6006.49602146609
"410",410,8794.19423022437
"411",411,6065.97857820348
"412",412,14285.1862627673
"413",413,21223.1337210334
"414",414,7650.60837329859
"415",415,4681.2987914485
"416",416,4976.98279682207
"417",417,5664.36724062472
"418",418,3762.34576013693
"419",419,7451.13468933504
"420",420,4511.08795117076
"421",421,7755.45005145561
"422",422,3316.97530944134
"423",423,6901.6188125208
"424",424,14721.190570379
"425",425,17178.3225489834
"426",426,13032.0559821447
"427",427,21342.1683908058
"428",428,13333.2625233697
"429",429,8723.49751075813
"430",430,5286.95966290445
"431",431,4398.54274794495
"432",432,2155.05233646537
"433",433,1796.20928967514
"434",434,13136.8854285733
"435",435,14057.8125037802
"436",436,9660.05455480954
"437",437,1929.33245056397
"438",438,498.204735213586
"439",439,4.53440100718284
"440",440,1134.24322458722
"441",441,8742.62844273052
"442",442,9343.78978958993
"443",443,20295.1789569698
"444",444,6846.1032732651
"445",445,3077.99990316373
"446",446,1538.10265585032
"447",447,6620.80845329803
"448",448,1949.50317260791
"449",449,3037.48320267391
"450",450,1276.50247873319
"451",451,3135.28173461829
"452",452,13714.6107215167
"453",453,13588.7317320032
"454",454,6142.16606684908
"455",455,3349.62447961839
"456",456,9172.50176794094
"457",457,0
"458",458,0
"459",459,1196.4228606017
"460",460,3288.79559305976
"461",461,2410.49899669322
"462",462,915.758202664859
"463",463,635.023879927704
"464",464,14371.5516909932
"465",465,6917.12551062852
"466",466,7986.77011622072
"467",467,12413.8948112843
"468",468,10868.5405144388
"469",469,4707.23514204382
"470",470,4375.91258772804
"471",471,7913.06470932177
"472",472,21624.9239949755
"473",473,8259.72973549394
"474",474,15426.9517320284
"475",475,9196.8085944114
"476",476,10166.9299664149
"477",477,5066.03443724607
"478",478,2073.31275715368
"479",479,3179.32643187109
"480",480,227.775334058792
"481",481,4001.14750253535
"482",482,2086.27407895506
"483",483,10482.6175586312
"484",484,19849.7453832942
"485",485,6869.69535028325
"486",486,6179.55704926223
"487",487,0
"488",488,0
"489",489,6058.81949160711
"490",490,1932.14031740038
"491",491,1063.55228816725
"492",492,3064.37776516349
"493",493,1419.32079444721
"494",494,14643.8156797747
"495",495,11102.5473300395
"496",496,598.144268297071
"497",497,1444.94943478651
"498",498,0
"499",499,2588.96324994434
"500",500,2906.40944621294
"501",501,11324.0165136859
"502",502,0
"503",503,0
"504",504,0
"505",505,0
"506",506,2685.37959617579
"507",507,0
"508",508,1397.20515614085
"509",509,9897.95433655045
"510",510,1708.9904695216
"511",511,12066.6102765456
"512",512,13617.3129800455
"513",513,9798.22932250139
"514",514,20464.7725307234
"515",515,14576.4752143507
"516",516,8335.28881540003
"517",517,3141.7764540806
"518",518,115.274462107065
"519",519,1919.2313056545
"520",520,2304.72912872662
"521",521,12724.182066585
"522",522,11683.0937972626
"523",523,18430.3077173706
"524",524,8711.28581056565
"525",525,11133.5889365751
"526",526,7251.13225922886
"527",527,512.114865755793
"528",528,0
"529",529,14.2572576438333
"530",530,1498.43472316005
"531",531,4.5952186849162
"532",532,4.16280614601903
"533",533,18783.5231360926
"534",534,0
"535",535,0
"536",536,0
"537",537,0
"538",538,534.283594065132
"539",539,0
"540",540,0
"541",541,0
"542",542,0
"543",543,0
"544",544,5745.31823093707
"545",545,4719.0108470428
"546",546,12859.4450998379
"547",547,16553.097529266
"548",548,10765.8079333872
"549",549,9122.41006533369
"550",550,4522.49791777757
"551",551,0
"552",552,0
"553",553,1520.57938356577
"554",554,1163.75150423146
"555",555,0
"556",556,0
"557",557,0
"558",558,0
"559",559,0
"560",560,0
"561",561,0
"562",562,0
"563",563,6982.63724527948
"564",564,8290.34829334354
"565",565,9717.79266719305
"566",566,20654.4377927411
"567",567,10562.2557119198
"568",568,1547.89481742692
"569",569,5036.06009986519
"570",570,0
"571",571,93.4578067588438
"572",572,0.0932559802216219
"573",573,1890.55174509343
"574",574,5260.25633143531
"575",575,4263.42414730382
"576",576,7341.00818311214
"577",577,0
"578",578,2799.06625257009
"579",579,0
"580",580,0
"581",581,5566.97524084502
"582",582,9527.90859371353
"583",583,12668.3444072878
"584",584,9185.41156040819
"585",585,12759.1346380923
"586",586,7951.55886936636
"587",587,660.386202868504
"588",588,2875.56555705163
"589",589,0
"590",590,0
"591",591,6709.20308727643
"592",592,11556.9310034597
"593",593,11323.5277535245
"594",594,10380.1285231452
"595",595,15761.535364933
"596",596,13456.1920255518
"597",597,5768.64799032041
"598",598,2957.33473455347
"599",599,12325.6485962682
"600",600,2507.56216453214
"601",601,8129.16630193094
"602",602,2916.95422049006
"603",603,304.172013394073
"604",604,656.162877009711
"605",605,357.551599859059
"606",606,2223.93640909194
"607",607,4279.24145684272
"608",608,673.463446221392
"609",609,901.559278879825
"610",610,4928.87609804465
"611",611,10284.3840098427
"612",612,4465.53427958806
"613",613,4828.68058016857
"614",614,6785.60857803834
"615",615,9084.56820561105
"616",616,2934.86946179319
"617",617,2460.45301521693
"618",618,281.308587597659
"619",619,2302.49712694378
"620",620,4003.88700325426
"621",621,814.568666861886
"622",622,907.001313850769
"623",623,356.315872567186
"624",624,199.276643367095
"625",625,991.395482587377
"626",626,2254.71156643578
"627",627,5777.67329538389
"628",628,12402.2194597617
"629",629,10330.1629444206
"630",630,29820.4454412299
"631",631,15970.4839959405
"632",632,8252.38904540438
"633",633,3833.15053669122
"634",634,4716.30938460648
"635",635,3860.88212990746
"636",636,442.818276051727
"637",637,4117.41669856802
"638",638,19866.8087602941
"639",639,4800.27461678303
"640",640,18111.0350339159
"641",641,10042.6653161297
"642",642,12071.2718525185
"643",643,3387.43675767012
"644",644,2794.6036819673
"645",645,2521.37391125885
"646",646,508.860099549113
"647",647,530.897277262252
"648",648,6923.45705213717
"649",649,20516.6621520803
"650",650,13475.8781603088
"651",651,1494.12892992388
"652",652,13839.5741953084
"653",653,12713.1656783896
"654",654,11370.2129523249
"655",655,1881.13531586903
"656",656,11290.0519454093
"657",657,5018.67179671388
"658",658,11575.7519854361
"659",659,4692.59021061166
"660",660,2568.11901246651
"661",661,1813.63330304678
"662",662,1375.66866620557
"663",663,5004.33146782356
"664",664,14172.1631212017
"665",665,3256.75220821532
"666",666,3364.84185160186
"667",667,9183.15788817417
"668",668,3382.98472108968
"669",669,6807.97120702416
"670",670,4121.26872497072
"671",671,2696.83247433784
"672",672,1703.80341034348
"673",673,1801.55151388291
"674",674,13006.129555907
"675",675,4947.14856155019
"676",676,10576.7692725916
"677",677,12270.2883896619
"678",678,5903.26738808579
"679",679,1448.97310056678
"680",680,11247.3457517967
"681",681,6926.47495595319
"682",682,2140.58791842856
"683",683,4474.95296940729
"684",684,3750.84668920469
"685",685,8106.7442031354
"686",686,3422.72865619034
"687",687,1271.82803179567
"688",688,8911.54309763252
"689",689,5807.14992175944
"690",690,6347.92197427483
"691",691,2190.57460807868
"692",692,9442.90799444148
"693",693,7846.37064309196
"694",694,1202.9507497555
"695",695,5433.78426455894
"696",696,3739.89162636476
"697",697,1850.76623334703
"698",698,10640.6929705202
"699",699,3585.08090587152
"700",700,5962.12392136511
"701",701,4952.58413368762
"702",702,187.836407814633
"703",703,14629.4855015436
"704",704,12234.4812006706
"705",705,3016.50163269379
"706",706,2582.3989060349
"707",707,675.286730489782
"708",708,266.312581078188
"709",709,2392.81651056473
"710",710,2764.97008531921
